A,B,C,D,E,F,G,H,I,J,K,L,M
1.00E+00,1.00E+00,5.10E+01,1.00E+00,0.00E+00,7.80E+01,0.00E+00,3.00E+00,1.00E+00,5.00E+00,2.00E+00,2.00E+00,0.00E+00
1.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,3.96E+01,1.00E+00,5.00E+00,1.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,3.05E+01,0.00E+00,0.00E+00,7.75E+00,2.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,1.00E+00,0.00E+00,2.41E+01,2.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,3.20E+01,0.00E+00,0.00E+00,8.36E+00,0.00E+00,1.00E+00,0.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.40E+01,0.00E+00,0.00E+00,9.50E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,4.80E+01,0.00E+00,0.00E+00,7.85E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,5.70E+01,0.00E+00,0.00E+00,1.05E+01,0.00E+00,3.00E+00,3.00E+00,1.10E+01,2.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.22E+00,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,5.40E+01,1.00E+00,3.00E+00,2.30E+01,0.00E+00,3.00E+00,2.00E+00,5.00E+00,0.00E+00,5.00E+00,0.00E+00
3.00E+00,0.00E+00,1.80E+01,0.00E+00,0.00E+00,7.75E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.75E+00,2.00E+00,1.00E+00,3.00E+00,6.00E+00,1.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,5.00E+00,0.00E+00,0.00E+00,1.25E+01,0.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.74E+00,2.00E+00,1.00E+00,3.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,4.30E+01,0.00E+00,1.00E+00,2.11E+02,0.00E+00,3.00E+00,2.00E+00,5.00E+00,2.00E+00,2.00E+00,0.00E+00
3.00E+00,1.00E+00,1.30E+01,0.00E+00,0.00E+00,7.23E+00,1.00E+00,2.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,1.70E+01,1.00E+00,0.00E+00,5.70E+01,0.00E+00,3.00E+00,1.00E+00,5.00E+00,2.00E+00,2.00E+00,0.00E+00
1.00E+00,0.00E+00,2.90E+01,0.00E+00,0.00E+00,3.00E+01,0.00E+00,1.00E+00,1.00E+00,6.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,1.00E+00,2.00E+00,2.34E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+01,0.00E+00,4.00E+00,0.00E+00
3.00E+00,0.00E+00,2.50E+01,0.00E+00,0.00E+00,7.05E+00,0.00E+00,1.00E+00,3.00E+00,1.80E+01,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.50E+01,0.00E+00,0.00E+00,7.25E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,1.80E+01,0.00E+00,0.00E+00,7.50E+00,0.00E+00,2.00E+00,3.00E+00,7.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,8.00E+00,4.00E+00,1.00E+00,2.91E+01,2.00E+00,4.00E+00,3.00E+00,6.00E+00,0.00E+00,6.00E+00,0.00E+00
3.00E+00,0.00E+00,1.00E+00,1.00E+00,2.00E+00,2.06E+01,0.00E+00,4.00E+00,3.00E+00,9.00E+00,0.00E+00,4.00E+00,0.00E+00
1.00E+00,0.00E+00,4.60E+01,0.00E+00,0.00E+00,7.92E+01,1.00E+00,1.00E+00,0.00E+00,8.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.75E+00,2.00E+00,1.00E+00,1.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,1.60E+01,0.00E+00,0.00E+00,2.60E+01,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.97E+01,8.00E+00,2.00E+00,6.95E+01,0.00E+00,2.00E+00,3.00E+00,8.00E+00,0.00E+00,1.10E+01,0.00E+00
1.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,3.07E+01,1.00E+00,1.00E+00,0.00E+00,8.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.50E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,3.90E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,1.00E+00,2.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,4.90E+01,0.00E+00,0.00E+00,2.59E+01,0.00E+00,5.00E+00,1.00E+00,5.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,3.10E+01,0.00E+00,0.00E+00,8.68E+00,0.00E+00,3.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.00E+01,0.00E+00,0.00E+00,7.23E+00,1.00E+00,0.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,3.00E+01,1.00E+00,1.00E+00,2.41E+01,0.00E+00,0.00E+00,3.00E+00,6.00E+00,0.00E+00,3.00E+00,0.00E+00
2.00E+00,0.00E+00,3.40E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,3.10E+01,1.00E+00,1.00E+00,2.63E+01,0.00E+00,3.00E+00,3.00E+00,1.00E+01,0.00E+00,3.00E+00,0.00E+00
1.00E+00,0.00E+00,1.10E+01,1.00E+00,2.00E+00,1.20E+02,0.00E+00,4.00E+00,1.00E+00,6.00E+00,2.00E+00,4.00E+00,0.00E+00
3.00E+00,0.00E+00,4.20E-01,0.00E+00,1.00E+00,8.52E+00,1.00E+00,4.00E+00,2.00E+00,4.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.70E+01,0.00E+00,0.00E+00,6.97E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.10E+01,0.00E+00,0.00E+00,7.78E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,3.90E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,6.00E+00,1.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,1.80E+01,0.00E+00,0.00E+00,7.78E+00,0.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,3.90E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,3.30E+01,1.00E+00,0.00E+00,5.31E+01,0.00E+00,3.00E+00,1.00E+00,6.00E+00,2.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00,7.89E+00,0.00E+00,1.00E+00,3.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.90E+01,0.00E+00,0.00E+00,2.41E+01,0.00E+00,1.00E+00,3.00E+00,9.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,3.50E+01,0.00E+00,0.00E+00,1.05E+01,0.00E+00,1.00E+00,2.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,6.00E+00,4.00E+00,2.00E+00,3.13E+01,0.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,7.00E+00,0.00E+00
3.00E+00,0.00E+00,3.05E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,6.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.30E+01,0.00E+00,0.00E+00,7.92E+00,0.00E+00,2.00E+00,3.00E+00,1.60E+01,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,3.10E+01,1.00E+00,1.00E+00,3.70E+01,1.00E+00,1.00E+00,3.00E+00,1.50E+01,0.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,4.30E+01,0.00E+00,0.00E+00,6.45E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,1.00E+01,3.00E+00,2.00E+00,2.79E+01,0.00E+00,4.00E+00,3.00E+00,6.00E+00,0.00E+00,6.00E+00,0.00E+00
1.00E+00,1.00E+00,5.20E+01,1.00E+00,1.00E+00,9.35E+01,0.00E+00,3.00E+00,1.00E+00,5.00E+00,2.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,2.70E+01,0.00E+00,0.00E+00,8.66E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,3.80E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E+00,1.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.70E+01,0.00E+00,1.00E+00,1.25E+01,0.00E+00,3.00E+00,3.00E+00,6.00E+00,2.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.00E+00,4.00E+00,1.00E+00,3.97E+01,0.00E+00,4.00E+00,3.00E+00,7.00E+00,0.00E+00,6.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,6.95E+00,2.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,5.65E+01,0.00E+00,1.00E+00,1.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,1.00E+00,0.00E+00,2.00E+00,3.70E+01,1.00E+00,4.00E+00,3.00E+00,1.50E+01,0.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.75E+00,2.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,6.20E+01,0.00E+00,0.00E+00,8.00E+01,3.62E-01,3.00E+00,1.00E+00,6.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,1.50E+01,1.00E+00,0.00E+00,1.45E+01,1.00E+00,3.00E+00,2.00E+00,4.00E+00,0.00E+00,2.00E+00,0.00E+00
2.00E+00,0.00E+00,8.30E-01,1.00E+00,1.00E+00,1.88E+01,0.00E+00,4.00E+00,2.00E+00,5.00E+00,0.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.23E+00,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.30E+01,0.00E+00,0.00E+00,7.85E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,1.80E+01,0.00E+00,0.00E+00,8.30E+00,0.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,3.90E+01,1.00E+00,1.00E+00,8.32E+01,1.00E+00,2.00E+00,0.00E+00,8.00E+00,2.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,2.10E+01,0.00E+00,0.00E+00,8.66E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.20E+01,0.00E+00,0.00E+00,5.65E+01,0.00E+00,1.00E+00,1.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,2.97E+01,1.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.00E+01,0.00E+00,0.00E+00,7.92E+00,0.00E+00,1.00E+00,3.00E+00,1.60E+01,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,1.60E+01,0.00E+00,0.00E+00,1.05E+01,0.00E+00,1.00E+00,3.00E+00,1.10E+01,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,3.00E+01,0.00E+00,0.00E+00,3.10E+01,1.00E+00,2.00E+00,1.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.45E+01,0.00E+00,0.00E+00,6.44E+00,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,1.70E+01,0.00E+00,0.00E+00,8.66E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,4.20E+01,0.00E+00,0.00E+00,7.55E+00,0.00E+00,1.00E+00,3.00E+00,9.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,8.00E+00,2.00E+00,6.95E+01,0.00E+00,1.00E+00,3.00E+00,8.00E+00,0.00E+00,1.10E+01,0.00E+00
3.00E+00,0.00E+00,3.50E+01,0.00E+00,0.00E+00,7.90E+00,1.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,2.80E+01,0.00E+00,1.00E+00,3.30E+01,0.00E+00,5.00E+00,2.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
1.00E+00,1.00E+00,2.97E+01,1.00E+00,0.00E+00,8.91E+01,1.00E+00,3.00E+00,1.00E+00,5.00E+00,1.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,4.00E+00,4.00E+00,2.00E+00,3.13E+01,0.00E+00,4.00E+00,3.00E+00,6.00E+00,0.00E+00,7.00E+00,0.00E+00
3.00E+00,0.00E+00,7.40E+01,0.00E+00,0.00E+00,7.78E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,9.00E+00,1.00E+00,1.00E+00,1.52E+01,1.00E+00,2.00E+00,2.00E+00,4.00E+00,0.00E+00,3.00E+00,0.00E+00
1.00E+00,1.00E+00,1.60E+01,0.00E+00,1.00E+00,3.94E+01,0.00E+00,2.00E+00,0.00E+00,8.00E+00,2.00E+00,2.00E+00,0.00E+00
2.00E+00,1.00E+00,4.40E+01,1.00E+00,0.00E+00,2.60E+01,0.00E+00,3.00E+00,2.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,1.00E+00,1.80E+01,0.00E+00,1.00E+00,9.35E+00,0.00E+00,3.00E+00,3.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
1.00E+00,1.00E+00,4.50E+01,1.00E+00,1.00E+00,1.65E+02,0.00E+00,3.00E+00,3.00E+00,5.00E+00,0.00E+00,3.00E+00,0.00E+00
1.00E+00,0.00E+00,5.10E+01,0.00E+00,0.00E+00,2.66E+01,0.00E+00,1.00E+00,1.00E+00,6.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.40E+01,0.00E+00,3.00E+00,1.93E+01,1.00E+00,3.00E+00,2.00E+00,4.00E+00,0.00E+00,4.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.23E+00,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,4.10E+01,2.00E+00,0.00E+00,1.41E+01,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,3.00E+00,0.00E+00
2.00E+00,0.00E+00,2.10E+01,1.00E+00,0.00E+00,1.15E+01,0.00E+00,1.00E+00,2.00E+00,5.00E+00,0.00E+00,2.00E+00,0.00E+00
1.00E+00,1.00E+00,4.80E+01,0.00E+00,0.00E+00,2.59E+01,0.00E+00,3.00E+00,1.00E+00,5.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.97E+01,8.00E+00,2.00E+00,6.95E+01,0.00E+00,2.00E+00,3.00E+00,8.00E+00,0.00E+00,1.10E+01,0.00E+00
2.00E+00,0.00E+00,2.40E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,4.20E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,3.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,2.70E+01,1.00E+00,0.00E+00,1.39E+01,1.00E+00,0.00E+00,3.00E+00,1.30E+01,0.00E+00,2.00E+00,0.00E+00
1.00E+00,0.00E+00,3.10E+01,0.00E+00,0.00E+00,5.05E+01,0.00E+00,1.00E+00,0.00E+00,8.00E+00,1.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,9.50E+00,0.00E+00,0.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,4.00E+00,1.00E+00,1.00E+00,1.11E+01,0.00E+00,4.00E+00,3.00E+00,6.00E+00,0.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,4.70E+01,1.00E+00,1.00E+00,5.26E+01,0.00E+00,3.00E+00,1.00E+00,5.00E+00,2.00E+00,3.00E+00,0.00E+00
1.00E+00,0.00E+00,3.30E+01,0.00E+00,0.00E+00,5.00E+00,0.00E+00,1.00E+00,0.00E+00,3.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,4.70E+01,0.00E+00,0.00E+00,9.00E+00,0.00E+00,0.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,2.80E+01,1.00E+00,0.00E+00,2.40E+01,1.00E+00,3.00E+00,0.00E+00,9.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,1.00E+00,1.50E+01,0.00E+00,0.00E+00,7.22E+00,1.00E+00,2.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.00E+01,0.00E+00,0.00E+00,9.85E+00,0.00E+00,1.00E+00,0.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,1.90E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,5.60E+01,0.00E+00,1.00E+00,8.32E+01,1.00E+00,3.00E+00,1.00E+00,5.00E+00,1.00E+00,2.00E+00,0.00E+00
2.00E+00,1.00E+00,2.50E+01,0.00E+00,1.00E+00,2.60E+01,0.00E+00,3.00E+00,2.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,3.30E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.20E+01,0.00E+00,0.00E+00,1.05E+01,0.00E+00,2.00E+00,0.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,2.80E+01,0.00E+00,0.00E+00,1.05E+01,0.00E+00,1.00E+00,3.00E+00,1.60E+01,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.50E+01,0.00E+00,0.00E+00,7.05E+00,0.00E+00,1.00E+00,3.00E+00,1.50E+01,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,3.90E+01,0.00E+00,5.00E+00,2.91E+01,2.00E+00,3.00E+00,3.00E+00,6.00E+00,0.00E+00,6.00E+00,0.00E+00
2.00E+00,0.00E+00,2.70E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,5.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,1.90E+01,0.00E+00,0.00E+00,3.00E+01,0.00E+00,2.00E+00,1.00E+00,6.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.97E+01,1.00E+00,2.00E+00,2.34E+01,0.00E+00,2.00E+00,0.00E+00,1.00E+01,0.00E+00,4.00E+00,0.00E+00
1.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00,3.00E+01,1.00E+00,1.00E+00,1.00E+00,6.00E+00,1.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.20E+01,0.00E+00,0.00E+00,7.75E+00,2.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
